X..Gene.Family	test_data_Abundance.RPKs
UniRef90_A0A157WPM8	110.3671330408
UniRef90_A0A157WPM8|g__Enterobacter.s__Enterobacter_cloacae_complex	97.0480924121
UniRef90_A0A157WPM8|unclassified	13.3190406288
UniRef90_A0A157WPN0	17.2432404224
UniRef90_A0A157WPN0|g__Enterobacter.s__Enterobacter_cloacae_complex	17.2432404224
UniRef90_A0A157WPP1	19.1730377881
UniRef90_A0A157WPP1|unclassified	19.1730377881
UniRef90_A0A157WPR2	116.8329323459
UniRef90_A0A157WPR2|g__Enterobacter.s__Enterobacter_cloacae_complex	105.1322780410
UniRef90_A0A157WPR2|unclassified	11.7006543049
UniRef90_A0A157WPR9	137.0905560551
UniRef90_A0A157WPR9|g__Enterobacter.s__Enterobacter_cloacae_complex	137.0905560551
UniRef90_A0A157WPS4	19.6211842423
UniRef90_A0A157WPS4|g__Enterobacter.s__Enterobacter_cloacae_complex	19.6211842423
UniRef90_A0A157WPT1	0
UniRef90_A0A157WPT1|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WPT5	85.8856771230
UniRef90_A0A157WPT5|g__Enterobacter.s__Enterobacter_cloacae_complex	85.8856771230
UniRef90_A0A157WPU8	181.0773194198
UniRef90_A0A157WPU8|g__Enterobacter.s__Enterobacter_cloacae_complex	181.0773194198
UniRef90_A0A157WPV7	113.9601139601
UniRef90_A0A157WPV7|g__Enterobacter.s__Enterobacter_cloacae_complex	113.9601139601
UniRef90_A0A157WPW0	87.6137386334
UniRef90_A0A157WPW0|g__Enterobacter.s__Enterobacter_cloacae_complex	87.6137386334
UniRef90_A0A157WPX5	0
UniRef90_A0A157WPX5|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WPX8	27.9024908393
UniRef90_A0A157WPX8|unclassified	27.9024908393
UniRef90_A0A157WPY1	56.0783177302
UniRef90_A0A157WPY1|g__Enterobacter.s__Enterobacter_cloacae_complex	56.0783177302
UniRef90_A0A157WQ00	109.5297624034
UniRef90_A0A157WQ00|g__Enterobacter.s__Enterobacter_cloacae_complex	109.5297624034
UniRef90_A0A157WQ34	102.5343203832
UniRef90_A0A157WQ34|g__Enterobacter.s__Enterobacter_cloacae_complex	80.4998161586
UniRef90_A0A157WQ34|unclassified	22.0345042246
UniRef90_A0A157WQ37	9.4785969183
UniRef90_A0A157WQ37|unclassified	9.4785969183
UniRef90_A0A157WQ64	103.6866359447
UniRef90_A0A157WQ64|g__Enterobacter.s__Enterobacter_cloacae_complex	103.6866359447
UniRef90_A0A157WQ65	101.5761843460
UniRef90_A0A157WQ65|g__Enterobacter.s__Enterobacter_cloacae_complex	101.5761843460
UniRef90_A0A157WQ75	41.3842093529
UniRef90_A0A157WQ75|g__Enterobacter.s__Enterobacter_cloacae_complex	41.3842093529
UniRef90_A0A157WQA4	127.4751510071
UniRef90_A0A157WQA4|g__Enterobacter.s__Enterobacter_cloacae_complex	127.4751510071
UniRef90_A0A157WQB1	107.6866516819
UniRef90_A0A157WQB1|g__Enterobacter.s__Enterobacter_cloacae_complex	107.6866516819
UniRef90_A0A157WQI2	181.4226750728
UniRef90_A0A157WQI2|g__Enterobacter.s__Enterobacter_cloacae_complex	181.4226750728
UniRef90_A0A157WQP8	23.9566480510
UniRef90_A0A157WQP8|g__Enterobacter.s__Enterobacter_cloacae_complex	23.9566480510
UniRef90_A0A157WQQ8	88.2300845285
UniRef90_A0A157WQQ8|g__Enterobacter.s__Enterobacter_cloacae_complex	70.8883647883
UniRef90_A0A157WQQ8|unclassified	17.3417197401
UniRef90_A0A157WQR1	26.5124596084
UniRef90_A0A157WQR1|g__Enterobacter.s__Enterobacter_cloacae_complex	26.5124596084
UniRef90_A0A157WQT0	59.3007740099
UniRef90_A0A157WQT0|g__Enterobacter.s__Enterobacter_cloacae_complex	56.2332893473
UniRef90_A0A157WQT0|unclassified	3.0674846626
UniRef90_A0A157WQU2	75.8566953985
UniRef90_A0A157WQU2|g__Enterobacter.s__Enterobacter_cloacae_complex	75.8566953985
UniRef90_A0A157WQY9	79.7164434488
UniRef90_A0A157WQY9|g__Enterobacter.s__Enterobacter_cloacae_complex	79.7164434488
UniRef90_A0A157WR44	55.6817796066
UniRef90_A0A157WR44|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WR44|unclassified	55.6817796066
UniRef90_A0A157WR45	44.7235333264
UniRef90_A0A157WR45|unclassified	44.7235333264
UniRef90_A0A157WR56	42.0996299201
UniRef90_A0A157WR56|g__Enterobacter.s__Enterobacter_cloacae_complex	42.0996299201
UniRef90_A0A157WR57	59.1442340270
UniRef90_A0A157WR57|g__Enterobacter.s__Enterobacter_cloacae_complex	49.5171328394
UniRef90_A0A157WR57|unclassified	9.6271011876
UniRef90_A0A157WR89	0
UniRef90_A0A157WR89|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WR91	68.4553154224
UniRef90_A0A157WR91|g__Enterobacter.s__Enterobacter_cloacae_complex	68.4553154224
UniRef90_A0A157WRD7	76.0469950125
UniRef90_A0A157WRD7|g__Enterobacter.s__Enterobacter_cloacae_complex	62.5319017471
UniRef90_A0A157WRD7|unclassified	13.5150932654
UniRef90_A0A157WRE9	58.0897815952
UniRef90_A0A157WRE9|g__Enterobacter.s__Enterobacter_cloacae_complex	58.0897815952
UniRef90_A0A157WRG4	74.7358604639
UniRef90_A0A157WRG4|g__Enterobacter.s__Enterobacter_cloacae_complex	74.7358604639
UniRef90_A0A157WRH1	196.6127575924
UniRef90_A0A157WRH1|g__Enterobacter.s__Enterobacter_cloacae_complex	196.6127575924
UniRef90_A0A157WRH3	0
UniRef90_A0A157WRH3|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WRH9	79.6806780931
UniRef90_A0A157WRH9|g__Enterobacter.s__Enterobacter_cloacae_complex	79.6806780931
UniRef90_A0A157WRI9	170.4957057121
UniRef90_A0A157WRI9|g__Enterobacter.s__Enterobacter_cloacae_complex	170.4957057121
UniRef90_A0A157WRJ1	131.2646738791
UniRef90_A0A157WRJ1|g__Enterobacter.s__Enterobacter_cloacae_complex	131.2646738791
UniRef90_A0A157WRK2	19.2809158436
UniRef90_A0A157WRK2|g__Enterobacter.s__Enterobacter_cloacae_complex	19.2809158436
UniRef90_A0A157WRN9	83.3930860374
UniRef90_A0A157WRN9|g__Enterobacter.s__Enterobacter_cloacae_complex	83.3930860374
UniRef90_A0A157WRP5	83.8557371328
UniRef90_A0A157WRP5|g__Enterobacter.s__Enterobacter_cloacae_complex	55.2744411429
UniRef90_A0A157WRP5|unclassified	28.5812959899
UniRef90_A0A157WRR3	195.1045822037
UniRef90_A0A157WRR3|g__Enterobacter.s__Enterobacter_cloacae_complex	190.8127367101
UniRef90_A0A157WRR3|unclassified	4.2918454936
UniRef90_A0A157WRT3	7.5187969925
UniRef90_A0A157WRT3|g__Enterobacter.s__Enterobacter_cloacae_complex	7.5187969925
UniRef90_A0A157WRZ1	9.8676083012
UniRef90_A0A157WRZ1|unclassified	9.8676083012
UniRef90_A0A157WS22	39.6732190904
UniRef90_A0A157WS22|g__Enterobacter.s__Enterobacter_cloacae_complex	39.6732190904
UniRef90_A0A157WS33	56.3220393113
UniRef90_A0A157WS33|g__Enterobacter.s__Enterobacter_cloacae_complex	56.3220393113
UniRef90_A0A157WS37	66.0343260793
UniRef90_A0A157WS37|g__Enterobacter.s__Enterobacter_cloacae_complex	66.0343260793
UniRef90_A0A157WS39	10.5883528119
UniRef90_A0A157WS39|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WS39|unclassified	10.5883528119
UniRef90_A0A157WS43	151.5518423190
UniRef90_A0A157WS43|g__Enterobacter.s__Enterobacter_cloacae_complex	151.5518423190
UniRef90_A0A157WS60	34.4115907070
UniRef90_A0A157WS60|g__Enterobacter.s__Enterobacter_cloacae_complex	34.4115907070
UniRef90_A0A157WS61	0
UniRef90_A0A157WS61|unclassified	0
UniRef90_A0A157WS66	150.7191681605
UniRef90_A0A157WS66|g__Enterobacter.s__Enterobacter_cloacae_complex	150.7191681605
UniRef90_A0A157WSA0	112.6513093220
UniRef90_A0A157WSA0|unclassified	112.6513093220
UniRef90_A0A157WSA2	40.9025124525
UniRef90_A0A157WSA2|g__Enterobacter.s__Enterobacter_cloacae_complex	40.9025124525
UniRef90_A0A157WSA3	39.1473729697
UniRef90_A0A157WSA3|g__Enterobacter.s__Enterobacter_cloacae_complex	39.1473729697
UniRef90_A0A157WSB9	18.9797990225
UniRef90_A0A157WSB9|unclassified	18.9797990225
UniRef90_A0A157WSC1	192.0658013353
UniRef90_A0A157WSC1|g__Enterobacter.s__Enterobacter_cloacae_complex	192.0658013353
UniRef90_A0A157WSC5	56.1313703565
UniRef90_A0A157WSC5|g__Enterobacter.s__Enterobacter_cloacae_complex	56.1313703565
UniRef90_A0A157WSE5	10.7575218756
UniRef90_A0A157WSE5|unclassified	10.7575218756
UniRef90_A0A157WSH6	89.9963182052
UniRef90_A0A157WSH6|g__Enterobacter.s__Enterobacter_cloacae_complex	89.9963182052
UniRef90_A0A157WSH9	135.7466063348
UniRef90_A0A157WSH9|g__Enterobacter.s__Enterobacter_cloacae_complex	135.7466063348
UniRef90_A0A157WSJ1	0
UniRef90_A0A157WSJ1|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WSJ8	128.8713561407
UniRef90_A0A157WSJ8|g__Enterobacter.s__Enterobacter_cloacae_complex	128.8713561407
UniRef90_A0A157WSJ9	107.5546252002
UniRef90_A0A157WSJ9|g__Enterobacter.s__Enterobacter_cloacae_complex	107.5546252002
UniRef90_A0A157WSK0	17.7333385956
UniRef90_A0A157WSK0|unclassified	17.7333385956
UniRef90_A0A157WSK6	61.1666535661
UniRef90_A0A157WSK6|g__Enterobacter.s__Enterobacter_cloacae_complex	61.1666535661
UniRef90_A0A157WSP6	39.0337748075
UniRef90_A0A157WSP6|unclassified	39.0337748075
UniRef90_A0A157WSQ5	272.2433620207
UniRef90_A0A157WSQ5|g__Enterobacter.s__Enterobacter_cloacae_complex	272.2433620207
UniRef90_A0A157WSR9	185.4064144705
UniRef90_A0A157WSR9|g__Enterobacter.s__Enterobacter_cloacae_complex	185.4064144705
UniRef90_A0A157WSS0	42.4072967108
UniRef90_A0A157WSS0|g__Enterobacter.s__Enterobacter_cloacae_complex	42.4072967108
UniRef90_A0A157WSS9	71.3905367574
UniRef90_A0A157WSS9|g__Enterobacter.s__Enterobacter_cloacae_complex	71.3905367574
UniRef90_A0A157WSU9	76.8577115742
UniRef90_A0A157WSU9|g__Enterobacter.s__Enterobacter_cloacae_complex	76.8577115742
UniRef90_A0A157WSV9	35.5795877284
UniRef90_A0A157WSV9|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WSV9|unclassified	35.5795877284
UniRef90_A0A157WSY8	64.6180756509
UniRef90_A0A157WSY8|g__Enterobacter.s__Enterobacter_cloacae_complex	64.6180756509
UniRef90_A0A157WT03	93.6189337022
UniRef90_A0A157WT03|g__Enterobacter.s__Enterobacter_cloacae_complex	93.6189337022
UniRef90_A0A157WT41	93.0388618330
UniRef90_A0A157WT41|g__Enterobacter.s__Enterobacter_cloacae_complex	73.0618208954
UniRef90_A0A157WT41|unclassified	19.9770409376
UniRef90_A0A157WT47	71.7183143654
UniRef90_A0A157WT47|g__Enterobacter.s__Enterobacter_cloacae_complex	71.7183143654
UniRef90_A0A157WT53	59.2128072813
UniRef90_A0A157WT53|g__Enterobacter.s__Enterobacter_cloacae_complex	59.2128072813
UniRef90_A0A157WT76	38.2666327141
UniRef90_A0A157WT76|g__Enterobacter.s__Enterobacter_cloacae_complex	38.2666327141
UniRef90_A0A157WT98	83.5974898722
UniRef90_A0A157WT98|g__Enterobacter.s__Enterobacter_cloacae_complex	83.5974898722
UniRef90_A0A157WTC5	90.9090909091
UniRef90_A0A157WTC5|g__Enterobacter.s__Enterobacter_cloacae_complex	90.9090909091
UniRef90_A0A157WTD3	87.0098226511
UniRef90_A0A157WTD3|g__Enterobacter.s__Enterobacter_cloacae_complex	87.0098226511
UniRef90_A0A157WTD7	22.0590503858
UniRef90_A0A157WTD7|g__Enterobacter.s__Enterobacter_cloacae_complex	22.0590503858
UniRef90_A0A157WTE4	0
UniRef90_A0A157WTE4|unclassified	0
UniRef90_A0A157WTE7	55.4777376328
UniRef90_A0A157WTE7|g__Enterobacter.s__Enterobacter_cloacae_complex	55.4777376328
UniRef90_A0A157WTE7|unclassified	0
UniRef90_A0A157WTG7	43.2751127694
UniRef90_A0A157WTG7|g__Enterobacter.s__Enterobacter_cloacae_complex	11.1111111111
UniRef90_A0A157WTG7|unclassified	32.1640016583
UniRef90_A0A157WTH7	202.2640559142
UniRef90_A0A157WTH7|g__Enterobacter.s__Enterobacter_cloacae_complex	202.2640559142
UniRef90_A0A157WTI2	71.1941671985
UniRef90_A0A157WTI2|g__Enterobacter.s__Enterobacter_cloacae_complex	71.1941671985
UniRef90_A0A157WTK0	1470.2761747591
UniRef90_A0A157WTK0|g__Enterobacter.s__Enterobacter_cloacae_complex	1470.2761747591
UniRef90_A0A157WTN6	172.6396989555
UniRef90_A0A157WTN6|g__Enterobacter.s__Enterobacter_cloacae_complex	172.6396989555
UniRef90_A0A157WTN8	108.2531380437
UniRef90_A0A157WTN8|g__Enterobacter.s__Enterobacter_cloacae_complex	108.2531380437
UniRef90_A0A157WTP4	40.5079020447
UniRef90_A0A157WTP4|g__Enterobacter.s__Enterobacter_cloacae_complex	40.5079020447
UniRef90_A0A157WTQ4	31.9541078721
UniRef90_A0A157WTQ4|g__Enterobacter.s__Enterobacter_cloacae_complex	31.9541078721
UniRef90_A0A157WTU1	58.7564667846
UniRef90_A0A157WTU1|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WTU1|unclassified	58.7564667846
UniRef90_A0A157WTV7	275.8826941880
UniRef90_A0A157WTV7|g__Enterobacter.s__Enterobacter_cloacae_complex	275.8826941880
UniRef90_A0A157WTV8	106.9286724323
UniRef90_A0A157WTV8|g__Enterobacter.s__Enterobacter_cloacae_complex	105.1865121536
UniRef90_A0A157WTV8|unclassified	1.7421602787
UniRef90_A0A157WTW1	4.7393364929
UniRef90_A0A157WTW1|unclassified	4.7393364929
UniRef90_A0A157WTW5	22.8815544072
UniRef90_A0A157WTW5|g__Enterobacter.s__Enterobacter_cloacae_complex	22.8815544072
UniRef90_A0A157WTX1	68.6457571792
UniRef90_A0A157WTX1|unclassified	68.6457571792
UniRef90_A0A157WTX9	219.5671705978
UniRef90_A0A157WTX9|g__Enterobacter.s__Enterobacter_cloacae_complex	215.9439821920
UniRef90_A0A157WTX9|unclassified	3.6231884058
UniRef90_A0A157WU14	1.5491145931
UniRef90_A0A157WU14|unclassified	1.5491145931
UniRef90_A0A157WU21	26.5237179422
UniRef90_A0A157WU21|unclassified	26.5237179422
UniRef90_A0A157WU52	154.7565350143
UniRef90_A0A157WU52|g__Enterobacter.s__Enterobacter_cloacae_complex	154.7565350143
UniRef90_A0A157WU58	39.1445966002
UniRef90_A0A157WU58|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WU58|unclassified	39.1445966002
UniRef90_A0A157WU66	0.8823931632
UniRef90_A0A157WU66|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WU66|unclassified	0.8823931632
UniRef90_A0A157WU77	129.0107772125
UniRef90_A0A157WU77|g__Enterobacter.s__Enterobacter_cloacae_complex	85.3500167292
UniRef90_A0A157WU77|unclassified	43.6607604833
UniRef90_A0A157WU84	180.0335309703
UniRef90_A0A157WU84|g__Enterobacter.s__Enterobacter_cloacae_complex	165.3605746118
UniRef90_A0A157WU84|unclassified	14.6729563585
UniRef90_A0A157WU98	213.6085592023
UniRef90_A0A157WU98|g__Enterobacter.s__Enterobacter_cloacae_complex	213.6085592023
UniRef90_A0A157WU98|unclassified	0
UniRef90_A0A157WUA2	0
UniRef90_A0A157WUA2|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WUA5	76.5572711289
UniRef90_A0A157WUA5|g__Enterobacter.s__Enterobacter_cloacae_complex	32.0295627937
UniRef90_A0A157WUA5|unclassified	44.5277083352
UniRef90_A0A157WUA9	128.4118621512
UniRef90_A0A157WUA9|g__Enterobacter.s__Enterobacter_cloacae_complex	128.4118621512
UniRef90_A0A157WUB2	39.4513615766
UniRef90_A0A157WUB2|g__Enterobacter.s__Enterobacter_cloacae_complex	39.4513615766
UniRef90_A0A157WUB5	0
UniRef90_A0A157WUB5|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WUB7	112.4290633504
UniRef90_A0A157WUB7|g__Enterobacter.s__Enterobacter_cloacae_complex	112.4290633504
UniRef90_A0A157WUB8	103.8686203110
UniRef90_A0A157WUB8|g__Enterobacter.s__Enterobacter_cloacae_complex	103.8686203110
UniRef90_A0A157WUD2	105.6861753053
UniRef90_A0A157WUD2|g__Enterobacter.s__Enterobacter_cloacae_complex	105.6861753053
UniRef90_A0A157WUD7	219.5603284741
UniRef90_A0A157WUD7|g__Enterobacter.s__Enterobacter_cloacae_complex	219.5603284741
UniRef90_A0A157WUD9	181.7675173520
UniRef90_A0A157WUD9|g__Enterobacter.s__Enterobacter_cloacae_complex	181.7675173520
UniRef90_A0A157WUE1	187.3261768776
UniRef90_A0A157WUE1|g__Enterobacter.s__Enterobacter_cloacae_complex	184.7169040017
UniRef90_A0A157WUE1|unclassified	2.6092728758
UniRef90_A0A157WUE2	174.7986952736
UniRef90_A0A157WUE2|g__Enterobacter.s__Enterobacter_cloacae_complex	174.7986952736
UniRef90_A0A157WUE8	108.1311343147
UniRef90_A0A157WUE8|g__Enterobacter.s__Enterobacter_cloacae_complex	108.1311343147
UniRef90_A0A157WUF2	17.3799400937
UniRef90_A0A157WUF2|g__Enterobacter.s__Enterobacter_cloacae_complex	17.3799400937
UniRef90_A0A157WUF3	99.5858344635
UniRef90_A0A157WUF3|g__Enterobacter.s__Enterobacter_cloacae_complex	78.2494903392
UniRef90_A0A157WUF3|unclassified	21.3363441243
UniRef90_A0A157WUF4	37.8779911845
UniRef90_A0A157WUF4|unclassified	37.8779911845
UniRef90_A0A157WUI6	163.6051328228
UniRef90_A0A157WUI6|g__Enterobacter.s__Enterobacter_cloacae_complex	163.6051328228
UniRef90_A0A157WUJ4	77.9214722000
UniRef90_A0A157WUJ4|unclassified	77.9214722000
UniRef90_A0A157WUL8	74.6352051484
UniRef90_A0A157WUL8|g__Enterobacter.s__Enterobacter_cloacae_complex	54.8381012014
UniRef90_A0A157WUL8|unclassified	19.7971039470
UniRef90_A0A157WUM5	22.7272727273
UniRef90_A0A157WUM5|g__Enterobacter.s__Enterobacter_cloacae_complex	22.7272727273
UniRef90_A0A157WUN6	54.3780093553
UniRef90_A0A157WUN6|g__Enterobacter.s__Enterobacter_cloacae_complex	54.3780093553
UniRef90_A0A157WUQ3	96.4847182700
UniRef90_A0A157WUQ3|g__Enterobacter.s__Enterobacter_cloacae_complex	96.4847182700
UniRef90_A0A157WUR9	34.2748635431
UniRef90_A0A157WUR9|g__Enterobacter.s__Enterobacter_cloacae_complex	34.2748635431
UniRef90_A0A157WUS1	147.6190476190
UniRef90_A0A157WUS1|g__Enterobacter.s__Enterobacter_cloacae_complex	147.6190476190
UniRef90_A0A157WUS6	89.7206269246
UniRef90_A0A157WUS6|g__Enterobacter.s__Enterobacter_cloacae_complex	57.5940076876
UniRef90_A0A157WUS6|unclassified	32.1266192370
UniRef90_A0A157WUT9	111.0173184035
UniRef90_A0A157WUT9|g__Enterobacter.s__Enterobacter_cloacae_complex	111.0173184035
UniRef90_A0A157WUU3	30.0268066776
UniRef90_A0A157WUU3|unclassified	30.0268066776
UniRef90_A0A157WUV9	123.8639868098
UniRef90_A0A157WUV9|g__Enterobacter.s__Enterobacter_cloacae_complex	107.4615811237
UniRef90_A0A157WUV9|unclassified	16.4024056862
UniRef90_A0A157WUY0	81.6454604656
UniRef90_A0A157WUY0|g__Enterobacter.s__Enterobacter_cloacae_complex	12.9870129870
UniRef90_A0A157WUY0|unclassified	68.6584474786
UniRef90_A0A157WV01	112.3269006077
UniRef90_A0A157WV01|g__Enterobacter.s__Enterobacter_cloacae_complex	112.3269006077
UniRef90_A0A157WV08	161.8700982247
UniRef90_A0A157WV08|g__Enterobacter.s__Enterobacter_cloacae_complex	148.4696194950
UniRef90_A0A157WV08|unclassified	13.4004787297
UniRef90_A0A157WV36	73.2672947216
UniRef90_A0A157WV36|g__Enterobacter.s__Enterobacter_cloacae_complex	73.2672947216
UniRef90_A0A157WV39	15.2680652681
UniRef90_A0A157WV39|g__Enterobacter.s__Enterobacter_cloacae_complex	15.2680652681
UniRef90_A0A157WV41	45.8054690959
UniRef90_A0A157WV41|g__Enterobacter.s__Enterobacter_cloacae_complex	45.8054690959
UniRef90_A0A157WV44	3.8058401154
UniRef90_A0A157WV44|unclassified	3.8058401154
UniRef90_A0A157WV53	3.9215686275
UniRef90_A0A157WV53|unclassified	3.9215686275
UniRef90_A0A157WV66	112.1225134508
UniRef90_A0A157WV66|g__Enterobacter.s__Enterobacter_cloacae_complex	76.7179084121
UniRef90_A0A157WV66|unclassified	35.4046050387
UniRef90_A0A157WV75	165.7982328508
UniRef90_A0A157WV75|g__Enterobacter.s__Enterobacter_cloacae_complex	111.8665313231
UniRef90_A0A157WV75|unclassified	53.9317015277
UniRef90_A0A157WV81	125.0366348323
UniRef90_A0A157WV81|g__Enterobacter.s__Enterobacter_cloacae_complex	16.4583408868
UniRef90_A0A157WV81|unclassified	108.5782939455
UniRef90_A0A157WV84	103.8769623343
UniRef90_A0A157WV84|g__Enterobacter.s__Enterobacter_cloacae_complex	103.8769623343
UniRef90_A0A157WV90	61.4930307145
UniRef90_A0A157WV90|g__Enterobacter.s__Enterobacter_cloacae_complex	61.4930307145
UniRef90_A0A157WVC5	80.2371927065
UniRef90_A0A157WVC5|g__Enterobacter.s__Enterobacter_cloacae_complex	80.2371927065
UniRef90_A0A157WVD8	0
UniRef90_A0A157WVD8|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WVE9	120.2427996614
UniRef90_A0A157WVE9|g__Enterobacter.s__Enterobacter_cloacae_complex	120.2427996614
UniRef90_A0A157WVF2	87.8635375563
UniRef90_A0A157WVF2|g__Enterobacter.s__Enterobacter_cloacae_complex	87.8635375563
UniRef90_A0A157WVH3	365.7831412263
UniRef90_A0A157WVH3|g__Enterobacter.s__Enterobacter_cloacae_complex	365.7831412263
UniRef90_A0A157WVH4	131.1131995171
UniRef90_A0A157WVH4|g__Enterobacter.s__Enterobacter_cloacae_complex	131.1131995171
UniRef90_A0A157WVK4	56.9382865946
UniRef90_A0A157WVK4|g__Enterobacter.s__Enterobacter_cloacae_complex	56.9382865946
UniRef90_A0A157WVL3	13.6986301370
UniRef90_A0A157WVL3|g__Enterobacter.s__Enterobacter_cloacae_complex	13.6986301370
UniRef90_A0A157WVM3	10.9536644677
UniRef90_A0A157WVM3|unclassified	10.9536644677
UniRef90_A0A157WVP2	40.4732948211
UniRef90_A0A157WVP2|g__Enterobacter.s__Enterobacter_cloacae_complex	40.4732948211
UniRef90_A0A157WVR9	0
UniRef90_A0A157WVR9|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A157WVV3	71.6419643415
UniRef90_A0A157WVV3|g__Enterobacter.s__Enterobacter_cloacae_complex	71.6419643415
UniRef90_A0A157WVX2	4.4866027276
UniRef90_A0A157WVX2|unclassified	4.4866027276
UniRef90_A0A157WVY5	76.9795542384
UniRef90_A0A157WVY5|g__Enterobacter.s__Enterobacter_cloacae_complex	76.9795542384
UniRef90_A0A157WW58	17.7593343204
UniRef90_A0A157WW58|g__Enterobacter.s__Enterobacter_cloacae_complex	17.7593343204
UniRef90_A0A157WWT5	174.2424242424
UniRef90_A0A157WWT5|g__Enterobacter.s__Enterobacter_cloacae_complex	174.2424242424
UniRef90_A0A157WWU3	39.0331424988
UniRef90_A0A157WWU3|unclassified	39.0331424988
UniRef90_A0A157WXM8	62.4815492853
UniRef90_A0A157WXM8|g__Enterobacter.s__Enterobacter_cloacae_complex	62.4815492853
UniRef90_A0A162BRQ1	550.9832272990
UniRef90_A0A162BRQ1|g__Enterobacter.s__Enterobacter_cloacae_complex	550.9832272990
UniRef90_A0A162CMY1	22.9666290601
UniRef90_A0A162CMY1|unclassified	22.9666290601
UniRef90_A0A162PYL0	25.8777832253
UniRef90_A0A162PYL0|g__Bacillus.s__Bacillus_subtilis_group	25.8777832253
UniRef90_A0A162QA05	33.3333333333
UniRef90_A0A162QA05|g__Bacillus.s__Bacillus_subtilis_group	33.3333333333
UniRef90_A0A162QBC1	42.7800287166
UniRef90_A0A162QBC1|g__Bacillus.s__Bacillus_subtilis_group	42.7800287166
UniRef90_A0A162QMR1	41.6666666667
UniRef90_A0A162QMR1|g__Bacillus.s__Bacillus_subtilis_group	41.6666666667
UniRef90_A0A162SR51	0
UniRef90_A0A162SR51|g__Bacillus.s__Bacillus_subtilis_group	0
UniRef90_A0A162SRB8	76.3603194044
UniRef90_A0A162SRB8|g__Bacillus.s__Bacillus_subtilis_group	76.3603194044
UniRef90_A0A162SY17	94.0092934676
UniRef90_A0A162SY17|unclassified	94.0092934676
UniRef90_A0A162TPL0	2949.1452991453
UniRef90_A0A162TPL0|g__Bacillus.s__Bacillus_subtilis_group	2949.1452991453
UniRef90_A0A162TVY2	108.1871345029
UniRef90_A0A162TVY2|g__Bacillus.s__Bacillus_subtilis_group	108.1871345029
UniRef90_A0A162TY08	165.1783059708
UniRef90_A0A162TY08|g__Bacillus.s__Bacillus_subtilis_group	165.1783059708
UniRef90_A0A162U3Y2	38.4615384615
UniRef90_A0A162U3Y2|g__Bacillus.s__Bacillus_subtilis_group	38.4615384615
UniRef90_A0A162UJV6	170.4053306471
UniRef90_A0A162UJV6|g__Bacillus.s__Bacillus_subtilis_group	151.0516356333
UniRef90_A0A162UJV6|unclassified	19.3536950138
UniRef90_A0A162UP26	21.7864359127
UniRef90_A0A162UP26|g__Bacillus.s__Bacillus_subtilis_group	21.7864359127
UniRef90_A0A162UUI1	116.8816758447
UniRef90_A0A162UUI1|g__Bacillus.s__Bacillus_subtilis_group	116.8816758447
UniRef90_A0A163KUI4	0
UniRef90_A0A163KUI4|g__Enterobacter.s__Enterobacter_cloacae_complex	0
UniRef90_A0A163W4T3	100.9615384615
UniRef90_A0A163W4T3|g__Enterobacter.s__Enterobacter_cloacae_complex	100.9615384615
UniRef90_A0A164UFU8	947.2222222222
UniRef90_A0A164UFU8|g__Bacillus.s__Bacillus_subtilis_group	947.2222222222
UniRef90_A0A164XM30	30.4708662615
UniRef90_A0A164XM30|g__Bacillus.s__Bacillus_subtilis_group	16.7710870503
UniRef90_A0A164XM30|unclassified	13.6997792112
UniRef90_A0A164Y7F4	81.5596226747
UniRef90_A0A164Y7F4|g__Bacillus.s__Bacillus_subtilis_group	81.5596226747
UniRef90_A0A164Y7G6	95.2642578311
UniRef90_A0A164Y7G6|g__Bacillus.s__Bacillus_subtilis_group	95.2642578311
UniRef90_A0A164Z5J2	192.0778553960
UniRef90_A0A164Z5J2|g__Bacillus.s__Bacillus_subtilis_group	192.0778553960
UniRef90_A0A164ZAY5	0
UniRef90_A0A164ZAY5|unclassified	0
UniRef90_A0A164ZP41	106.1974042906
UniRef90_A0A164ZP41|g__Bacillus.s__Bacillus_subtilis_group	106.1974042906
UniRef90_A0A164ZSC9	34.7852389595
UniRef90_A0A164ZSC9|g__Bacillus.s__Bacillus_subtilis_group	34.7852389595
