X..Gene.Family	test_data_Abundance.RPKs
UniRef90_D4L1W7	172.9339020961
UniRef90_D4L1W7|g__Roseburia.s__Roseburia_intestinalis	172.9339020961
UniRef90_D4L1W8	325.4080161666
UniRef90_D4L1W8|g__Roseburia.s__Roseburia_intestinalis	325.4080161666
UniRef90_D4L1W9	178.6290013583
UniRef90_D4L1W9|g__Roseburia.s__Roseburia_intestinalis	178.6290013583
UniRef90_D4L1X2	50.7449792489
UniRef90_D4L1X2|g__Roseburia.s__Roseburia_intestinalis	50.7449792489
UniRef90_D4L1Y4	228.1036528207
UniRef90_D4L1Y4|g__Roseburia.s__Roseburia_intestinalis	228.1036528207
UniRef90_D4L1Y5	0
UniRef90_D4L1Y5|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_D4L1Y8	262.5401743728
UniRef90_D4L1Y8|g__Roseburia.s__Roseburia_intestinalis	262.5401743728
UniRef90_D4L1Z1	220.4764005558
UniRef90_D4L1Z1|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	107.8454399671
UniRef90_D4L1Z1|g__Roseburia.s__Roseburia_intestinalis	112.6309605887
UniRef90_D4L1Z3	306.5586499072
UniRef90_D4L1Z3|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	85.2584494891
UniRef90_D4L1Z3|g__Roseburia.s__Roseburia_intestinalis	221.3002004181
UniRef90_D4L1Z7	95.4651319980
UniRef90_D4L1Z7|g__Roseburia.s__Roseburia_intestinalis	95.4651319980
UniRef90_D4L236	185.2845386444
UniRef90_D4L236|g__Roseburia.s__Roseburia_intestinalis	185.2845386444
UniRef90_D4L244	579.2596707588
UniRef90_D4L244|g__Roseburia.s__Roseburia_intestinalis	579.2596707588
UniRef90_D4L247	154.6773518679
UniRef90_D4L247|g__Roseburia.s__Roseburia_intestinalis	154.6773518679
UniRef90_D4L251	166.6281530662
UniRef90_D4L251|g__Roseburia.s__Roseburia_intestinalis	166.6281530662
UniRef90_D4L252	177.9402363815
UniRef90_D4L252|g__Roseburia.s__Roseburia_intestinalis	177.9402363815
UniRef90_D4L255	134.0014228123
UniRef90_D4L255|g__Roseburia.s__Roseburia_intestinalis	134.0014228123
UniRef90_D4L256	185.8954055780
UniRef90_D4L256|g__Roseburia.s__Roseburia_intestinalis	185.8954055780
UniRef90_D4L257	140.7712258532
UniRef90_D4L257|g__Roseburia.s__Roseburia_intestinalis	140.7712258532
UniRef90_D4L259	182.6974923660
UniRef90_D4L259|g__Roseburia.s__Roseburia_intestinalis	182.6974923660
UniRef90_D4L260	128.4998526378
UniRef90_D4L260|g__Roseburia.s__Roseburia_intestinalis	128.4998526378
UniRef90_D4L261	175.1642857043
UniRef90_D4L261|g__Roseburia.s__Roseburia_intestinalis	175.1642857043
UniRef90_D4L262	398.6144918029
UniRef90_D4L262|g__Roseburia.s__Roseburia_intestinalis	398.6144918029
UniRef90_D4L265	146.0033382505
UniRef90_D4L265|g__Roseburia.s__Roseburia_intestinalis	146.0033382505
UniRef90_D4L266	125.8589568571
UniRef90_D4L266|g__Roseburia.s__Roseburia_intestinalis	125.8589568571
UniRef90_D4L269	208.4810293980
UniRef90_D4L269|g__Roseburia.s__Roseburia_intestinalis	208.4810293980
UniRef90_D4L270	136.5651125797
UniRef90_D4L270|g__Roseburia.s__Roseburia_intestinalis	136.5651125797
UniRef90_D4L272	75.1176347026
UniRef90_D4L272|g__Roseburia.s__Roseburia_intestinalis	75.1176347026
UniRef90_D4L273	157.4808580499
UniRef90_D4L273|g__Roseburia.s__Roseburia_intestinalis	157.4808580499
UniRef90_D4L277	42.4678169440
UniRef90_D4L277|g__Roseburia.s__Roseburia_intestinalis	42.4678169440
UniRef90_D4L278	284.0741559782
UniRef90_D4L278|g__Roseburia.s__Roseburia_intestinalis	284.0741559782
UniRef90_D4L280	160.2307144713
UniRef90_D4L280|g__Roseburia.s__Roseburia_intestinalis	160.2307144713
UniRef90_D4L282	196.1334403603
UniRef90_D4L282|g__Roseburia.s__Roseburia_intestinalis	196.1334403603
UniRef90_D4L283	121.9677254090
UniRef90_D4L283|g__Roseburia.s__Roseburia_intestinalis	121.9677254090
UniRef90_D4L284	162.3240324619
UniRef90_D4L284|g__Roseburia.s__Roseburia_intestinalis	162.3240324619
UniRef90_D4L285	166.2265607155
UniRef90_D4L285|g__Roseburia.s__Roseburia_intestinalis	166.2265607155
UniRef90_D4L287	196.2518937133
UniRef90_D4L287|g__Roseburia.s__Roseburia_intestinalis	196.2518937133
UniRef90_D4L288	194.2621025608
UniRef90_D4L288|g__Roseburia.s__Roseburia_intestinalis	194.2621025608
UniRef90_D4L289	252.2713716773
UniRef90_D4L289|g__Roseburia.s__Roseburia_intestinalis	252.2713716773
UniRef90_D4L291	203.4402857577
UniRef90_D4L291|g__Roseburia.s__Roseburia_intestinalis	203.4402857577
UniRef90_D4L297	117.6099266405
UniRef90_D4L297|g__Roseburia.s__Roseburia_intestinalis	117.6099266405
UniRef90_D4L298	174.1457788770
UniRef90_D4L298|g__Roseburia.s__Roseburia_intestinalis	174.1457788770
UniRef90_D4L299	235.4154844311
UniRef90_D4L299|g__Roseburia.s__Roseburia_intestinalis	235.4154844311
UniRef90_D4L2A0	167.2519505639
UniRef90_D4L2A0|g__Roseburia.s__Roseburia_intestinalis	167.2519505639
UniRef90_D4L2A1	216.4089848925
UniRef90_D4L2A1|g__Roseburia.s__Roseburia_intestinalis	216.4089848925
UniRef90_D4L2A3	203.4161613119
UniRef90_D4L2A3|g__Roseburia.s__Roseburia_intestinalis	203.4161613119
UniRef90_D4L2A4	116.8306468325
UniRef90_D4L2A4|g__Roseburia.s__Roseburia_intestinalis	116.8306468325
UniRef90_D4L2A5	231.8543648572
UniRef90_D4L2A5|g__Roseburia.s__Roseburia_intestinalis	231.8543648572
UniRef90_D4L2A9	127.2262407733
UniRef90_D4L2A9|g__Roseburia.s__Roseburia_intestinalis	127.2262407733
UniRef90_D4L2B0	180.8588675208
UniRef90_D4L2B0|g__Roseburia.s__Roseburia_intestinalis	180.8588675208
UniRef90_D4L2B1	343.0899825362
UniRef90_D4L2B1|g__Roseburia.s__Roseburia_intestinalis	343.0899825362
UniRef90_D4L2B2	132.8983153111
UniRef90_D4L2B2|g__Roseburia.s__Roseburia_intestinalis	132.8983153111
UniRef90_D4L2B3	101.1618044468
UniRef90_D4L2B3|g__Roseburia.s__Roseburia_intestinalis	101.1618044468
UniRef90_D4L2B4	41.2618848007
UniRef90_D4L2B4|g__Roseburia.s__Roseburia_intestinalis	41.2618848007
UniRef90_D4L2B5	29.2117539601
UniRef90_D4L2B5|g__Roseburia.s__Roseburia_intestinalis	29.2117539601
UniRef90_D4L2B7	113.5345760920
UniRef90_D4L2B7|g__Roseburia.s__Roseburia_intestinalis	82.2851632287
UniRef90_D4L2B7|unclassified	31.2494128633
UniRef90_D4L2B8	128.9050350746
UniRef90_D4L2B8|g__Roseburia.s__Roseburia_intestinalis	96.2521971005
UniRef90_D4L2B8|unclassified	32.6528379741
UniRef90_D4L2B9	198.7055688549
UniRef90_D4L2B9|g__Roseburia.s__Roseburia_intestinalis	198.7055688549
UniRef90_D4L2C1	182.6255082028
UniRef90_D4L2C1|g__Roseburia.s__Roseburia_intestinalis	182.6255082028
UniRef90_D4L2C2	152.3633870934
UniRef90_D4L2C2|g__Roseburia.s__Roseburia_intestinalis	152.3633870934
UniRef90_D4L2C3	174.3714416974
UniRef90_D4L2C3|g__Roseburia.s__Roseburia_intestinalis	174.3714416974
UniRef90_D4L2C4	145.6717883659
UniRef90_D4L2C4|g__Roseburia.s__Roseburia_intestinalis	145.6717883659
UniRef90_D4L2C5	182.6711840957
UniRef90_D4L2C5|g__Roseburia.s__Roseburia_intestinalis	182.6711840957
UniRef90_D4L2C6	169.8438322957
UniRef90_D4L2C6|g__Roseburia.s__Roseburia_intestinalis	169.8438322957
UniRef90_D4L2C7	194.7862488489
UniRef90_D4L2C7|g__Roseburia.s__Roseburia_intestinalis	194.7862488489
UniRef90_D4L2C8	183.1635375428
UniRef90_D4L2C8|g__Roseburia.s__Roseburia_intestinalis	183.1635375428
UniRef90_D4L2D0	134.1020327336
UniRef90_D4L2D0|g__Roseburia.s__Roseburia_intestinalis	134.1020327336
UniRef90_D4L2D1	168.8242929142
UniRef90_D4L2D1|g__Roseburia.s__Roseburia_intestinalis	168.8242929142
UniRef90_D4L2D2	181.0364347998
UniRef90_D4L2D2|g__Roseburia.s__Roseburia_intestinalis	181.0364347998
UniRef90_D4L2I1	222.1462053530
UniRef90_D4L2I1|g__Roseburia.s__Roseburia_intestinalis	222.1462053530
UniRef90_D4L2I4	30.3030303030
UniRef90_D4L2I4|g__Roseburia.s__Roseburia_intestinalis	30.3030303030
UniRef90_D4L2I7	181.0753715474
UniRef90_D4L2I7|g__Roseburia.s__Roseburia_intestinalis	181.0753715474
UniRef90_D4L2M2	228.0542946862
UniRef90_D4L2M2|g__Roseburia.s__Roseburia_intestinalis	228.0542946862
UniRef90_D4L2M3	202.2808627001
UniRef90_D4L2M3|g__Roseburia.s__Roseburia_intestinalis	202.2808627001
UniRef90_D4L2M4	208.9347314739
UniRef90_D4L2M4|g__Roseburia.s__Roseburia_intestinalis	208.9347314739
UniRef90_D4L2M5	279.6719055324
UniRef90_D4L2M5|g__Roseburia.s__Roseburia_intestinalis	279.6719055324
UniRef90_D4L2N0	165.0951105020
UniRef90_D4L2N0|g__Roseburia.s__Roseburia_intestinalis	165.0951105020
UniRef90_D4L2N3	226.9841783054
UniRef90_D4L2N3|g__Roseburia.s__Roseburia_intestinalis	226.9841783054
UniRef90_D4L2P2	780.1087801088
UniRef90_D4L2P2|g__Roseburia.s__Roseburia_intestinalis	780.1087801088
UniRef90_D4L2P2|unclassified	0
UniRef90_D4L2P3	204.4392085730
UniRef90_D4L2P3|g__Roseburia.s__Roseburia_intestinalis	204.4392085730
UniRef90_D4L2P7	193.3294056311
UniRef90_D4L2P7|g__Roseburia.s__Roseburia_intestinalis	193.3294056311
UniRef90_D4L2P8	172.2969692249
UniRef90_D4L2P8|g__Roseburia.s__Roseburia_intestinalis	172.2969692249
UniRef90_D4L2P9	136.8302285848
UniRef90_D4L2P9|g__Roseburia.s__Roseburia_intestinalis	136.8302285848
UniRef90_D4L2Q2	165.2610367949
UniRef90_D4L2Q2|g__Roseburia.s__Roseburia_intestinalis	165.2610367949
UniRef90_D4L2Q3	183.6583451723
UniRef90_D4L2Q3|g__Roseburia.s__Roseburia_intestinalis	183.6583451723
UniRef90_D4L2Q4	236.8134160156
UniRef90_D4L2Q4|g__Roseburia.s__Roseburia_intestinalis	236.8134160156
UniRef90_D4L2Q8	173.3500378067
UniRef90_D4L2Q8|g__Roseburia.s__Roseburia_intestinalis	173.3500378067
UniRef90_D4L2R1	197.6048709209
UniRef90_D4L2R1|g__Roseburia.s__Roseburia_intestinalis	197.6048709209
UniRef90_D4L2R3	121.1483963386
UniRef90_D4L2R3|g__Roseburia.s__Roseburia_intestinalis	121.1483963386
UniRef90_D4L2R4	148.0561945979
UniRef90_D4L2R4|g__Roseburia.s__Roseburia_intestinalis	148.0561945979
UniRef90_D4L2R7	264.6919964410
UniRef90_D4L2R7|g__Roseburia.s__Roseburia_intestinalis	264.6919964410
UniRef90_D4L2R9	367.3856156187
UniRef90_D4L2R9|g__Roseburia.s__Roseburia_intestinalis	367.3856156187
UniRef90_D4L2S1	265.9626065141
UniRef90_D4L2S1|g__Roseburia.s__Roseburia_intestinalis	265.9626065141
UniRef90_D4L2S4	165.6124256887
UniRef90_D4L2S4|g__Roseburia.s__Roseburia_intestinalis	165.6124256887
UniRef90_D4L2S5	201.8993056679
UniRef90_D4L2S5|g__Roseburia.s__Roseburia_intestinalis	201.8993056679
UniRef90_D4L2S6	196.7269792199
UniRef90_D4L2S6|g__Roseburia.s__Roseburia_intestinalis	196.7269792199
UniRef90_D4L2S7	186.6601036031
UniRef90_D4L2S7|g__Roseburia.s__Roseburia_intestinalis	186.6601036031
UniRef90_D4L2S9	290.3918495298
UniRef90_D4L2S9|g__Roseburia.s__Roseburia_intestinalis	290.3918495298
UniRef90_D4L2T0	177.6276180819
UniRef90_D4L2T0|g__Roseburia.s__Roseburia_intestinalis	177.6276180819
UniRef90_D4L2T2	168.3840083140
UniRef90_D4L2T2|g__Roseburia.s__Roseburia_intestinalis	168.3840083140
UniRef90_D4L2T4	184.1231535642
UniRef90_D4L2T4|g__Roseburia.s__Roseburia_intestinalis	184.1231535642
UniRef90_D4L2T5	220.6128883965
UniRef90_D4L2T5|g__Roseburia.s__Roseburia_intestinalis	220.6128883965
UniRef90_D4L2T6	42.7572488556
UniRef90_D4L2T6|g__Roseburia.s__Roseburia_intestinalis	42.7572488556
UniRef90_D4L2T7	140.7923475243
UniRef90_D4L2T7|g__Roseburia.s__Roseburia_intestinalis	140.7923475243
UniRef90_D4L2T8	192.1724659169
UniRef90_D4L2T8|g__Roseburia.s__Roseburia_intestinalis	192.1724659169
UniRef90_D4L2T9	153.9644171464
UniRef90_D4L2T9|g__Roseburia.s__Roseburia_intestinalis	153.9644171464
UniRef90_D4L2U0	108.8206348480
UniRef90_D4L2U0|g__Roseburia.s__Roseburia_intestinalis	108.8206348480
UniRef90_D4L2U2	200.1877733200
UniRef90_D4L2U2|g__Roseburia.s__Roseburia_intestinalis	200.1877733200
UniRef90_D4L2U3	172.5371588472
UniRef90_D4L2U3|g__Roseburia.s__Roseburia_intestinalis	172.5371588472
UniRef90_D4L2U4	193.0155128529
UniRef90_D4L2U4|g__Roseburia.s__Roseburia_intestinalis	193.0155128529
UniRef90_D4L2U6	192.4484850690
UniRef90_D4L2U6|g__Roseburia.s__Roseburia_intestinalis	192.4484850690
UniRef90_D4L2U7	0
UniRef90_D4L2U7|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_D4L2V0	554.6531956005
UniRef90_D4L2V0|g__Roseburia.s__Roseburia_intestinalis	554.6531956005
UniRef90_D4L2V1	213.8026726237
UniRef90_D4L2V1|g__Roseburia.s__Roseburia_intestinalis	213.8026726237
UniRef90_D4L2V3	176.6383181871
UniRef90_D4L2V3|g__Roseburia.s__Roseburia_intestinalis	176.6383181871
UniRef90_D4L2V4	193.4727914387
UniRef90_D4L2V4|g__Roseburia.s__Roseburia_intestinalis	193.4727914387
UniRef90_D4L2V5	169.9295916476
UniRef90_D4L2V5|g__Roseburia.s__Roseburia_intestinalis	169.9295916476
UniRef90_D4L2V6	154.2166760781
UniRef90_D4L2V6|g__Roseburia.s__Roseburia_intestinalis	154.2166760781
UniRef90_D4L2V7	163.1190274460
UniRef90_D4L2V7|g__Roseburia.s__Roseburia_intestinalis	163.1190274460
UniRef90_D4L2V9	378.3377869536
UniRef90_D4L2V9|g__Roseburia.s__Roseburia_intestinalis	378.3377869536
UniRef90_D4L2W0	411.9872474729
UniRef90_D4L2W0|g__Roseburia.s__Roseburia_intestinalis	411.9872474729
UniRef90_D4L2W1	313.1530361036
UniRef90_D4L2W1|g__Roseburia.s__Roseburia_intestinalis	313.1530361036
UniRef90_D4L2W5	663.5801511662
UniRef90_D4L2W5|g__Roseburia.s__Roseburia_intestinalis	663.5801511662
UniRef90_D4L2W6	179.4336635481
UniRef90_D4L2W6|g__Roseburia.s__Roseburia_intestinalis	179.4336635481
UniRef90_D4L2W8	186.4558029458
UniRef90_D4L2W8|g__Roseburia.s__Roseburia_intestinalis	186.4558029458
UniRef90_D4L2X0	119.9788697423
UniRef90_D4L2X0|g__Roseburia.s__Roseburia_intestinalis	119.9788697423
UniRef90_D4L2X1	151.3015498863
UniRef90_D4L2X1|g__Roseburia.s__Roseburia_intestinalis	151.3015498863
UniRef90_D4L2X3	152.0989987086
UniRef90_D4L2X3|g__Roseburia.s__Roseburia_intestinalis	152.0989987086
UniRef90_D4L2X5	172.3807739346
UniRef90_D4L2X5|g__Roseburia.s__Roseburia_intestinalis	172.3807739346
UniRef90_D4L2X6	216.5470324682
UniRef90_D4L2X6|g__Roseburia.s__Roseburia_intestinalis	216.5470324682
UniRef90_D4L2X9	163.3184643247
UniRef90_D4L2X9|g__Roseburia.s__Roseburia_intestinalis	163.3184643247
UniRef90_D4L2Y3	357.5859474216
UniRef90_D4L2Y3|g__Roseburia.s__Roseburia_intestinalis	357.5859474216
UniRef90_D4L2Y4	177.4357822510
UniRef90_D4L2Y4|g__Roseburia.s__Roseburia_intestinalis	177.4357822510
UniRef90_D4L2Y5	173.7391102596
UniRef90_D4L2Y5|g__Roseburia.s__Roseburia_intestinalis	173.7391102596
UniRef90_D4L2Y6	174.9876943031
UniRef90_D4L2Y6|g__Roseburia.s__Roseburia_intestinalis	174.9876943031
UniRef90_D4L2Y7	168.8584105985
UniRef90_D4L2Y7|g__Roseburia.s__Roseburia_intestinalis	168.8584105985
UniRef90_D4L2Y8	221.4431583868
UniRef90_D4L2Y8|g__Roseburia.s__Roseburia_intestinalis	221.4431583868
UniRef90_D4L2Y9	186.6638898327
UniRef90_D4L2Y9|g__Roseburia.s__Roseburia_intestinalis	186.6638898327
UniRef90_D4L2Z2	173.0684958691
UniRef90_D4L2Z2|g__Roseburia.s__Roseburia_intestinalis	173.0684958691
UniRef90_D4L2Z3	176.6204189765
UniRef90_D4L2Z3|g__Roseburia.s__Roseburia_intestinalis	176.6204189765
UniRef90_D4L2Z4	182.0098432818
UniRef90_D4L2Z4|g__Roseburia.s__Roseburia_intestinalis	182.0098432818
UniRef90_D4L2Z5	173.8088889749
UniRef90_D4L2Z5|g__Roseburia.s__Roseburia_intestinalis	173.8088889749
UniRef90_D4L2Z7	209.8690486284
UniRef90_D4L2Z7|g__Roseburia.s__Roseburia_intestinalis	209.8690486284
UniRef90_D4L2Z8	176.0901843964
UniRef90_D4L2Z8|g__Roseburia.s__Roseburia_intestinalis	176.0901843964
UniRef90_D4L2Z9	180.7110035818
UniRef90_D4L2Z9|g__Roseburia.s__Roseburia_intestinalis	180.7110035818
UniRef90_D4L300	228.8935939514
UniRef90_D4L300|g__Roseburia.s__Roseburia_intestinalis	228.8935939514
UniRef90_D4L301	161.1495734279
UniRef90_D4L301|g__Roseburia.s__Roseburia_intestinalis	161.1495734279
UniRef90_D4L313	215.2828901873
UniRef90_D4L313|g__Roseburia.s__Roseburia_intestinalis	192.9312346255
UniRef90_D4L313|unclassified	22.3516555618
UniRef90_D4L330	37.4102763405
UniRef90_D4L330|g__Roseburia.s__Roseburia_intestinalis	37.4102763405
UniRef90_D4L331	292.0894194321
UniRef90_D4L331|g__Roseburia.s__Roseburia_intestinalis	245.9457482126
UniRef90_D4L331|unclassified	46.1436712196
UniRef90_D4L334	121.0982494071
UniRef90_D4L334|g__Roseburia.s__Roseburia_intestinalis	121.0982494071
UniRef90_D4L335	0
UniRef90_D4L335|g__Roseburia.s__Roseburia_intestinalis	0
UniRef90_D4L336	121.1853334020
UniRef90_D4L336|g__Roseburia.s__Roseburia_intestinalis	121.1853334020
UniRef90_D4L337	140.4568373312
UniRef90_D4L337|g__Roseburia.s__Roseburia_intestinalis	140.4568373312
UniRef90_D4L340	169.6699312861
UniRef90_D4L340|g__Roseburia.s__Roseburia_intestinalis	169.6699312861
UniRef90_D4L342	214.5696781600
UniRef90_D4L342|g__Roseburia.s__Roseburia_intestinalis	214.5696781600
UniRef90_D4L344	399.5117044141
UniRef90_D4L344|g__Roseburia.s__Roseburia_intestinalis	399.5117044141
UniRef90_D4L345	206.3479587029
UniRef90_D4L345|g__Roseburia.s__Roseburia_intestinalis	206.3479587029
UniRef90_D4L346	102.2664143791
UniRef90_D4L346|g__Roseburia.s__Roseburia_intestinalis	102.2664143791
UniRef90_D4L348	210.7735580392
UniRef90_D4L348|g__Roseburia.s__Roseburia_intestinalis	210.7735580392
UniRef90_D4L350	155.0319494951
UniRef90_D4L350|g__Roseburia.s__Roseburia_intestinalis	155.0319494951
UniRef90_D4L351	176.2059886076
UniRef90_D4L351|g__Roseburia.s__Roseburia_intestinalis	176.2059886076
UniRef90_D4L352	144.3446712966
UniRef90_D4L352|g__Roseburia.s__Roseburia_intestinalis	144.3446712966
UniRef90_D4L353	216.0803325629
UniRef90_D4L353|g__Roseburia.s__Roseburia_intestinalis	216.0803325629
UniRef90_D4L355	433.3882859752
UniRef90_D4L355|g__Roseburia.s__Roseburia_intestinalis	433.3882859752
UniRef90_D4L356	160.8927585381
UniRef90_D4L356|g__Roseburia.s__Roseburia_intestinalis	160.8927585381
UniRef90_D4L357	151.8005342433
UniRef90_D4L357|g__Roseburia.s__Roseburia_intestinalis	151.8005342433
UniRef90_D4L358	254.5093983406
UniRef90_D4L358|g__Roseburia.s__Roseburia_intestinalis	254.5093983406
UniRef90_D4L360	237.3054621532
UniRef90_D4L360|g__Roseburia.s__Roseburia_intestinalis	237.3054621532
UniRef90_D4L362	181.1648197547
UniRef90_D4L362|g__Roseburia.s__Roseburia_intestinalis	181.1648197547
UniRef90_D4L364	170.4928216602
UniRef90_D4L364|g__Roseburia.s__Roseburia_intestinalis	170.4928216602
UniRef90_D4L366	148.4943773794
UniRef90_D4L366|g__Roseburia.s__Roseburia_intestinalis	148.4943773794
UniRef90_D4L367	184.2511050517
UniRef90_D4L367|g__Roseburia.s__Roseburia_intestinalis	184.2511050517
UniRef90_D4L368	160.8819142489
UniRef90_D4L368|g__Roseburia.s__Roseburia_intestinalis	160.8819142489
UniRef90_D4L368|unclassified	0
UniRef90_D4L370	306.3907364565
UniRef90_D4L370|g__Roseburia.s__Roseburia_intestinalis	306.3907364565
UniRef90_D4L372	162.8782997324
UniRef90_D4L372|g__Roseburia.s__Roseburia_intestinalis	162.8782997324
UniRef90_D4L373	179.2799820925
UniRef90_D4L373|g__Roseburia.s__Roseburia_intestinalis	179.2799820925
UniRef90_D4L377	184.6073613222
UniRef90_D4L377|g__Roseburia.s__Roseburia_intestinalis	184.6073613222
UniRef90_D4L378	169.7105505500
UniRef90_D4L378|g__Roseburia.s__Roseburia_intestinalis	169.7105505500
UniRef90_D4L380	182.9867136616
UniRef90_D4L380|g__Roseburia.s__Roseburia_intestinalis	182.9867136616
UniRef90_D4L381	172.9933719919
UniRef90_D4L381|g__Roseburia.s__Roseburia_intestinalis	172.9933719919
UniRef90_D4L383	847.0087495965
UniRef90_D4L383|g__Roseburia.s__Roseburia_intestinalis	827.9973571283
UniRef90_D4L383|unclassified	19.0113924682
UniRef90_D4L389	229.7168309866
UniRef90_D4L389|g__Roseburia.s__Roseburia_intestinalis	229.7168309866
UniRef90_D4L390	166.8063303422
UniRef90_D4L390|g__Roseburia.s__Roseburia_intestinalis	166.8063303422
UniRef90_D4L391	168.6952995127
UniRef90_D4L391|g__Roseburia.s__Roseburia_intestinalis	168.6952995127
UniRef90_D4L392	178.4772241123
UniRef90_D4L392|g__Roseburia.s__Roseburia_intestinalis	178.4772241123
UniRef90_D4L394	128.5457598510
UniRef90_D4L394|g__Roseburia.s__Roseburia_intestinalis	128.5457598510
UniRef90_D4L395	198.7162274326
UniRef90_D4L395|g__Roseburia.s__Roseburia_intestinalis	198.7162274326
UniRef90_D4L396	199.3234764342
UniRef90_D4L396|g__Roseburia.s__Roseburia_intestinalis	199.3234764342
UniRef90_D4L398	171.9564273557
UniRef90_D4L398|g__Roseburia.s__Roseburia_intestinalis	171.9564273557
UniRef90_D4L399	152.8795901724
UniRef90_D4L399|g__Roseburia.s__Roseburia_intestinalis	152.8795901724
UniRef90_D4L3A0	274.7042976854
UniRef90_D4L3A0|g__Roseburia.s__Roseburia_intestinalis	253.9578694001
UniRef90_D4L3A0|unclassified	20.7464282853
UniRef90_D4L3A1	175.2612389586
UniRef90_D4L3A1|g__Roseburia.s__Roseburia_intestinalis	175.2612389586
UniRef90_D4L3A3	1732.7047356332
UniRef90_D4L3A3|g__Roseburia.s__Roseburia_intestinalis	1732.7047356332
UniRef90_D4L3A6	224.0918098886
UniRef90_D4L3A6|g__Roseburia.s__Roseburia_intestinalis	224.0918098886
UniRef90_D4L3A9	174.6977860333
UniRef90_D4L3A9|g__Roseburia.s__Roseburia_intestinalis	174.6977860333
UniRef90_D4L3B0	201.6029439441
UniRef90_D4L3B0|g__Roseburia.s__Roseburia_intestinalis	201.6029439441
UniRef90_D4L3B1	176.4771418214
UniRef90_D4L3B1|g__Roseburia.s__Roseburia_intestinalis	176.4771418214
UniRef90_D4L3B4	1336.3354037267
UniRef90_D4L3B4|g__Roseburia.s__Roseburia_intestinalis	1336.3354037267
UniRef90_D4L3B4|unclassified	0
UniRef90_D4L3B5	216.2540424468
UniRef90_D4L3B5|g__Roseburia.s__Roseburia_intestinalis	216.2540424468
UniRef90_D4L3C4	72.1304387283
UniRef90_D4L3C4|g__Roseburia.s__Roseburia_intestinalis	72.1304387283
UniRef90_D4L3C5	63.0320458668
UniRef90_D4L3C5|g__Roseburia.s__Roseburia_intestinalis	63.0320458668
UniRef90_D4L3C8	187.6983807937
UniRef90_D4L3C8|g__Roseburia.s__Roseburia_intestinalis	187.6983807937
UniRef90_D4L3C9	154.8209664937
UniRef90_D4L3C9|g__Roseburia.s__Roseburia_intestinalis	154.8209664937
UniRef90_D4L3D0	162.4216126033
UniRef90_D4L3D0|g__Roseburia.s__Roseburia_intestinalis	162.4216126033
UniRef90_D4L3D1	224.3528233249
UniRef90_D4L3D1|g__Roseburia.s__Roseburia_intestinalis	224.3528233249
UniRef90_D4L3D3	184.5080530000
UniRef90_D4L3D3|g__Roseburia.s__Roseburia_intestinalis	184.5080530000
UniRef90_D4L3D6	202.9093919003
UniRef90_D4L3D6|g__Roseburia.s__Roseburia_intestinalis	202.9093919003
UniRef90_D4L3E0	204.3331241355
UniRef90_D4L3E0|g__Roseburia.s__Roseburia_intestinalis	204.3331241355
UniRef90_D4L3E1	188.4686463584
UniRef90_D4L3E1|g__Roseburia.s__Roseburia_intestinalis	147.9732207414
UniRef90_D4L3E1|unclassified	40.4954256171
UniRef90_D4L3E2	102.4864010426
UniRef90_D4L3E2|g__Roseburia.s__Roseburia_intestinalis	102.4864010426
UniRef90_D4L3E3	189.0823070764
UniRef90_D4L3E3|g__Roseburia.s__Roseburia_intestinalis	189.0823070764
UniRef90_D4L3E4	169.1738969241
UniRef90_D4L3E4|g__Roseburia.s__Roseburia_intestinalis	169.1738969241
UniRef90_D4L3E6	175.6789527213
UniRef90_D4L3E6|g__Roseburia.s__Roseburia_intestinalis	175.6789527213
UniRef90_D4L3E7	174.0688883530
UniRef90_D4L3E7|g__Roseburia.s__Roseburia_intestinalis	174.0688883530
UniRef90_D4L3E8	154.4398790974
UniRef90_D4L3E8|g__Roseburia.s__Roseburia_intestinalis	154.4398790974
UniRef90_D4L3E9	185.3349703253
UniRef90_D4L3E9|g__Roseburia.s__Roseburia_intestinalis	185.3349703253
UniRef90_D4L3F0	104.0321329372
UniRef90_D4L3F0|g__Roseburia.s__Roseburia_intestinalis	104.0321329372
UniRef90_D4L3F2	217.9098097184
UniRef90_D4L3F2|g__Roseburia.s__Roseburia_intestinalis	217.9098097184
UniRef90_D4L3F3	69.2254834443
UniRef90_D4L3F3|g__Roseburia.s__Roseburia_intestinalis	69.2254834443
UniRef90_D4L3F4	91.6666666667
UniRef90_D4L3F4|g__Roseburia.s__Roseburia_intestinalis	91.6666666667
UniRef90_D4L3F5	72.1741790958
UniRef90_D4L3F5|g__Roseburia.s__Roseburia_intestinalis	72.1741790958
UniRef90_D4L3F6	237.2246315364
UniRef90_D4L3F6|g__Roseburia.s__Roseburia_intestinalis	237.2246315364
UniRef90_D4L3F7	228.5826476521
UniRef90_D4L3F7|g__Roseburia.s__Roseburia_intestinalis	228.5826476521
UniRef90_D4L3F9	196.7860509857
UniRef90_D4L3F9|g__Roseburia.s__Roseburia_intestinalis	196.7860509857
UniRef90_D4L3G0	137.4156471954
